Track2,Track5,Track8,Track9,Track10,Track13,Track16,TrackPosition,AngleToTrackAxis,Speed,SpeedY,DistanceFromStart,Accelerate,Brake,Steering,Gear
3.55084,5.07766,16.8099,123.76,51.9929,12.2752,8.20559,0.387543,-0.0272214,145.298,-0.00162663,2890.29,1.0,0.0,0.0,4
3.36391,4.81036,15.9251,117.247,53.2009,12.5604,8.39625,0.419784,-0.0272209,147.841,-0.00163426,2896.8,1.0,0.0,0.0,4
3.17379,4.53848,15.025,110.621,54.4297,12.8505,8.59018,0.452578,-0.0272209,150.381,-0.00163248,2903.43,1.0,0.0,0.0,4
2.99855,4.31937,14.8146,156.909,52.3945,12.983,8.74714,0.484403,-0.0180737,151.816,-0.318783,2910.16,1.0,0.0,0.0,5
3.07759,4.62722,20.2477,200.0,39.522,12.197,8.56872,0.480789,0.0330251,151.929,2.15177,2916.89,1.0,0.0,0.0,5
3.2708,4.9124,21.3438,200.0,38.8737,11.9428,8.38192,0.447919,0.0317848,153.704,0.229158,2923.68,1.0,0.0,0.0,5
3.49876,5.25221,22.748,197.056,37.9383,11.6316,8.15991,0.40931,0.0312265,155.474,0.00952495,2930.55,1.0,0.0,0.0,5
3.73228,5.60258,24.2602,190.154,36.8836,11.3066,7.93168,0.369875,0.0311878,157.247,0.00112107,2937.5,1.0,0.0,0.0,5
3.96816,5.95664,25.7927,183.132,35.812,10.978,7.70111,0.33005,0.0311835,159.021,0.00151196,2944.52,1.0,0.0,0.0,5
4.20682,6.31488,27.3434,176.028,34.7277,10.6454,7.4678,0.289756,0.0311802,160.798,0.00166926,2951.62,1.0,0.0,0.0,5
4.44818,6.67716,28.9115,168.844,33.631,10.3091,7.23187,0.249007,0.0311769,162.578,0.00179098,2958.81,1.0,0.0,0.0,5
4.69184,7.04289,30.4943,161.585,32.5239,9.96962,6.99368,0.207867,0.0311721,164.363,0.00175691,2966.07,1.0,0.0,0.0,5
4.93838,7.41295,32.0959,154.243,31.4037,9.6261,6.75267,0.166242,0.0311683,166.152,0.00190664,2973.41,1.0,0.0,0.0,5
5.18748,7.78683,33.7137,146.823,30.2719,9.27901,6.50916,0.124184,0.0311635,167.95,0.00196271,2980.83,1.0,0.0,0.0,5
5.4391,8.1645,35.3481,139.323,29.1286,8.9284,6.26319,0.0817013,0.0311592,169.757,0.00220045,2988.33,1.0,0.0,0.0,5
5.69383,8.54684,37.0023,131.741,27.971,8.57344,6.01417,0.0386916,0.031154,171.569,0.00238844,2995.92,1.0,0.0,0.0,5
5.88521,8.68701,33.9369,138.362,29.6918,8.43062,5.8218,-0.00121212,0.0115503,173.2,-0.584323,3003.58,1.0,0.0,0.30000001192092896,5
5.64937,7.84409,22.8318,83.1148,51.1531,9.42893,6.09213,0.0139208,-0.0652987,174.531,-5.28902,3011.3,1.0,0.0,0.0,5
5.24331,7.29116,21.3513,79.5027,53.785,10.0658,6.51551,0.085327,-0.0633194,176.387,-0.778028,3019.09,1.0,0.0,-0.30000001192092896,5
5.0616,7.48965,29.6796,118.267,33.3708,9.58894,6.63729,0.13985,0.0144542,177.734,5.39217,3026.96,1.0,0.0,0.0,5
5.0784,7.53701,30.4009,109.077,32.7195,9.5359,6.61937,0.138155,0.0179728,179.582,1.10438,3034.9,1.0,0.0,0.0,5
5.19901,7.70188,30.7293,102.15,32.469,9.38155,6.50092,0.116958,0.0158184,181.438,0.0525961,3042.92,1.0,0.0,0.0,5
5.33385,7.90012,31.4843,94.1466,31.8386,9.19094,6.36766,0.0939764,0.015591,183.292,-0.00227552,3051.02,1.0,0.0,0.0,5
5.4706,8.10263,32.2906,85.96,31.1632,8.99582,6.23246,0.0707463,0.0155862,185.143,0.00107538,3059.21,1.0,0.0,0.0,5
5.60813,8.3063,33.1017,77.6926,30.4839,8.79958,6.09648,0.0473841,0.0155829,186.991,0.00155517,3067.48,1.0,0.0,0.30000001192092896,5
5.4287,7.50869,21.5208,109.753,46.2714,9.84308,6.32949,0.0510312,-0.0704343,188.027,-7.13371,3075.82,1.0,0.0,0.0,5
4.85955,6.53111,16.8293,136.544,52.3141,11.314,7.00337,0.141612,-0.109813,189.579,-4.74555,3084.2,1.0,0.0,0.0,5
4.0294,5.44072,14.4619,119.949,48.1983,12.6475,7.88473,0.289399,-0.103287,191.442,-0.397167,3092.63,1.0,0.0,0.0,5
3.13339,4.25366,12.2944,110.193,44.9099,13.6906,8.8193,0.447582,-0.10211,193.277,-0.00581021,3101.13,1.0,0.0,0.0,5
2.38464,3.28783,9.98366,122.68,44.4781,14.4812,9.53581,0.581954,-0.0822298,194.92,-1.07183,3109.85,1.0,0.0,0.30000001192092896,5
1.62079,2.14581,5.40647,16.9056,64.759,16.7618,10.5769,0.71205,-0.135662,195.892,-9.16062,3118.66,1.0,0.0,0.0,5
0.82869,1.13057,3.13411,14.1912,63.2192,17.0769,11.2158,0.85432,-0.0915052,197.778,-1.73641,3127.56,1.0,0.0,0.0,5
0.23645,0.333298,1.04214,200.0,62.3291,17.0837,11.624,0.958968,-0.0462472,199.63,-0.214448,3136.6,1.0,0.0,0.0,5
0.0895538,0.136284,0.654688,200.0,48.5891,16.0163,11.4205,0.984974,0.0463565,200.895,4.17827,3145.74,1.0,0.0,0.0,6
0.56143,0.887543,5.87043,119.688,40.4595,14.8295,10.8599,0.907507,0.0877679,200.265,3.55959,3154.67,1.0,0.0,0.0,6
1.33722,2.10358,13.2343,118.557,38.474,13.9033,10.1434,0.779175,0.0826319,201.602,0.118263,3163.57,1.0,0.0,0.0,6
2.14704,3.37433,21.0322,110.966,35.7134,12.8699,9.38255,0.64528,0.0816386,202.983,-0.0275535,3172.54,1.0,0.0,0.0,6
2.82869,4.25109,18.5472,200.0,40.7394,12.5493,8.81262,0.522683,0.032512,203.933,-4.4521,3181.56,1.0,0.0,0.30000001192092896,6
2.99909,4.19764,12.6278,52.4423,68.0381,13.5521,8.84098,0.478157,-0.0547568,204.369,-10.9229,3190.63,1.0,0.0,0.0,6
2.82375,4.05907,13.7795,129.269,54.3376,13.2849,8.93068,0.514026,-0.0206782,205.725,-0.184291,3199.75,1.0,0.0,0.0,6
2.86026,4.31112,19.1774,200.0,39.9783,12.4643,8.77599,0.518006,0.0358546,206.928,3.89372,3208.92,1.0,0.0,0.0,6
3.11485,4.67833,20.3313,200.0,39.5733,12.1595,8.53424,0.474251,0.0318239,208.384,0.324161,3218.15,1.0,0.0,0.0,6
3.42297,5.1376,22.2281,200.0,38.316,11.7393,8.23426,0.422063,0.0310395,209.794,0.00414077,3227.43,1.0,0.0,0.0,6
3.73528,5.60618,24.2505,200.0,36.9014,11.3044,7.92897,0.369323,0.0310033,211.141,0.00291912,3236.78,1.0,0.0,0.0,6
4.04917,6.07725,26.287,200.0,35.4743,10.8669,7.62209,0.316321,0.0309957,212.431,0.00319475,3246.19,1.0,0.0,0.0,6
4.36517,6.55146,28.3365,200.0,34.0381,10.4266,7.31315,0.262964,0.0309852,213.608,0.00203462,3255.66,1.0,0.0,0.0,6
4.68253,7.02772,30.395,200.0,32.5953,9.98428,7.00287,0.209377,0.0309761,214.78,0.00251734,3265.17,1.0,0.0,0.0,6
5.00166,7.50663,32.4649,200.0,31.1441,9.53949,6.69086,0.15549,0.0309685,215.962,0.00255631,3274.74,1.0,0.0,0.0,6
5.31505,7.95901,33.9256,200.0,30.0673,9.12152,6.38457,0.101649,0.0283731,217.087,0.366839,3284.36,1.0,0.0,0.30000001192092896,6
5.09978,6.9926,19.3758,59.9404,65.9229,10.5249,6.69356,0.105599,-0.0821606,217.14,-10.4969,3294.01,1.0,0.0,0.0,6
4.49993,6.17175,17.1186,53.1168,71.9208,11.5213,7.32973,0.210878,-0.0818011,218.185,-2.22387,3303.67,1.0,0.0,-0.30000001192092896,6
4.12404,6.0282,22.2995,200.0,41.0626,11.0857,7.58211,0.295357,-1.48471E-4,218.759,5.22707,3313.37,1.0,0.0,0.0,6
4.00054,5.82947,21.2074,200.0,42.6165,11.3093,7.71081,0.315523,-0.00392788,219.787,0.373469,3323.11,1.0,0.0,0.0,6
3.94817,5.74907,20.8364,200.0,43.1163,11.3963,7.76458,0.324274,-0.00479191,220.748,-0.00417518,3332.9,1.0,0.0,0.0,6
3.89812,5.67609,20.57,200.0,43.4003,11.4703,7.81484,0.332836,-0.00481289,221.669,-0.00146055,3342.73,1.0,0.0,0.0,6
3.8477,5.60269,20.3042,200.0,43.6808,11.5445,7.86543,0.341464,-0.00481098,222.568,5.72329E-6,3352.61,1.0,0.0,0.0,6
3.7971,5.52901,20.0371,200.0,43.9628,11.6191,7.9162,0.350125,-0.00481098,223.433,2.00818E-4,3362.52,1.0,0.0,0.0,6
3.74611,5.45476,19.768,200.0,44.2471,11.6942,7.96737,0.358851,-0.00481194,224.28,1.87778E-4,3372.47,1.0,0.0,0.0,6
3.69504,5.38039,19.4985,200.0,44.5319,11.7694,8.01863,0.367593,-0.00481194,225.099,2.97223E-4,3382.45,1.0,0.0,0.0,6
3.64396,5.30601,19.229,200.0,44.8165,11.8446,8.06988,0.376335,-0.00481194,225.905,3.84167E-4,3392.47,1.0,0.0,0.0,6
3.59252,5.23111,18.9575,200.0,45.1032,11.9204,8.1215,0.385139,-0.00481194,226.691,4.27897E-4,3402.53,1.0,0.0,0.0,6
3.54093,5.15598,18.6852,200.0,45.3907,11.9964,8.17328,0.393969,-0.00481194,227.464,4.09652E-4,3412.62,1.0,0.0,0.0,6
3.65514,5.52452,25.0417,195.297,35.9405,11.3314,7.99803,0.384847,0.0390103,227.917,4.29856,3422.74,1.0,0.0,0.0,6
3.98892,6.0242,27.1586,191.78,34.6205,10.8805,7.6744,0.328426,0.0381067,228.656,0.498547,3432.89,1.0,0.0,0.0,6
4.39071,6.62361,29.636,188.216,33.0416,10.3378,7.28438,0.260399,0.0368393,229.379,-0.0151646,3443.06,1.0,0.0,0.0,6
4.79672,7.236,32.373,178.079,31.2509,9.77701,6.88912,0.192002,0.0368236,230.091,-0.00571202,3453.26,1.0,0.0,0.0,6
5.20432,7.85101,35.1283,167.74,29.4484,9.21371,6.4923,0.123349,0.0368417,230.798,-0.00259412,3463.5,1.0,0.0,0.0,6
5.61301,8.46999,37.9723,156.078,27.6046,8.64696,6.09452,0.0546342,0.0371726,230.005,0.048312,3473.74,0.0,0.0,0.0,6
6.02411,9.09705,40.9881,142.667,25.7011,8.07462,5.69486,-0.0142594,0.0380109,228.199,0.0980413,3483.92,0.0,0.0,0.0,6
6.43988,9.73146,44.0483,129.975,23.8006,7.49765,5.2911,-0.0839234,0.0387743,225.425,0.101888,3494.01,0.0,0.6000000238418579,0.0,6
6.84571,10.3517,47.0731,118.008,21.9577,6.9357,4.89745,-0.15187,0.0395392,210.845,0.140626,3503.7,0.0,0.6000000238418579,0.0,6
7.23134,10.9425,49.9997,106.898,20.2146,6.40274,4.52391,-0.216362,0.0403298,196.528,0.148,3512.74,0.0,0.6000000238418579,0.0,6
7.59505,11.4971,52.6695,97.5646,18.6062,5.90195,4.17144,-0.27732,0.0407508,182.379,0.110538,3521.15,0.0,0.6000000238418579,0.0,6
7.93603,12.0174,55.1856,88.9984,17.1047,5.43305,3.84119,-0.33445,0.0411418,168.03,0.0870686,3528.92,0.0,0.6000000238418579,0.0,6
8.257,12.5098,57.6499,80.7041,15.6851,4.99199,3.53094,-0.388096,0.0417135,159.775,0.0658218,3536.13,0.0,0.0,0.0,6
8.57705,12.9991,60.0477,72.9659,14.2868,4.553,3.22139,-0.441672,0.0420979,158.828,0.0336784,3543.2,1.0,0.0,0.0,6
8.89898,13.489,62.3758,65.6456,12.8949,4.11183,2.90963,-0.495679,0.0422662,159.12,0.0111986,3550.26,0.0,0.0,0.0,6
9.12248,13.5768,55.6942,117.514,12.8306,3.78787,2.63627,-0.546205,0.0212405,157.981,-0.398646,3557.31,0.0,0.0,0.0,6
8.91186,12.5564,38.8628,184.47,19.4759,4.11014,2.70223,-0.546554,-0.046127,156.732,-3.76085,3564.3,0.0,0.0,0.0,6
8.67537,12.2515,38.3058,191.805,20.8182,4.47744,2.95155,-0.504104,-0.0431434,148.932,-0.647317,3571.15,0.0,0.6000000238418579,0.0,6
8.42883,11.9527,38.0692,200.0,21.8388,4.85221,3.21367,-0.458886,-0.0378305,137.196,0.159749,3577.46,0.0,0.0,0.0,6
8.18723,11.6165,37.0897,200.0,23.4206,5.22535,3.46293,-0.41675,-0.0371329,136.498,0.0505909,3583.54,1.0,0.0,0.0,6
7.94872,11.278,36.0084,200.0,25.0787,5.59513,3.70796,-0.375481,-0.0371382,137.525,0.00746241,3589.63,0.0,0.0,0.0,6
7.70962,10.9373,34.8992,196.72,26.7706,5.96646,3.95345,-0.334181,-0.0373103,137.749,-0.00779297,3595.73,1.0,0.0,0.0,6
7.46884,10.5957,33.8086,190.557,28.4467,6.33988,4.20087,-0.292513,-0.0373141,138.874,-6.49192E-4,3601.87,1.0,0.0,0.0,6
7.22594,10.2511,32.7091,184.36,30.1368,6.71655,4.45046,-0.250478,-0.0373141,140.005,4.28544E-4,3608.07,1.0,0.0,0.0,6
6.98111,9.90375,31.6009,178.113,31.8404,7.09623,4.70203,-0.20811,-0.0373141,141.135,6.23783E-4,3614.31,1.0,0.0,0.0,6
6.73426,9.55355,30.4835,171.815,33.558,7.47903,4.95569,-0.165391,-0.0373141,142.265,7.00408E-4,3620.6,1.0,0.0,0.0,6
6.48548,9.20063,29.3574,165.468,35.289,7.86482,5.21131,-0.12234,-0.0373141,143.395,7.29606E-4,3626.95,1.0,0.0,0.0,6
6.23455,8.84465,28.2215,159.066,37.035,8.25395,5.46916,-0.0789153,-0.0373141,144.525,7.71651E-4,3633.34,1.0,0.0,0.0,6
5.98174,8.486,27.0771,152.616,38.7941,8.646,5.72893,-0.0351652,-0.0373141,145.655,7.41324E-4,3639.78,1.0,0.0,0.0,6
5.72705,8.12467,25.9242,146.118,40.5664,9.04097,5.99065,0.00891105,-0.0373141,146.785,7.52819E-4,3646.28,1.0,0.0,0.0,6
5.47123,7.76088,24.7508,139.059,42.3889,9.43905,6.25362,0.0531373,-0.0374586,146.809,-0.0132586,3652.81,0.0,0.0,0.0,6
5.21416,7.39403,23.5491,131.209,44.2974,9.84162,6.51815,0.0975155,-0.0378391,146.081,-0.0259275,3659.31,0.0,0.0,0.0,6
4.9574,7.02798,22.3552,123.603,46.2064,10.2439,6.78248,0.141858,-0.0381944,141.487,-0.0304819,3665.75,0.0,0.6000000238418579,0.0,6
4.71385,6.6805,21.2185,116.267,48.0552,10.6269,7.03345,0.183908,-0.0386149,134.966,-0.0348031,3671.82,0.0,0.0,0.0,6
4.4736,6.33876,20.1152,109.633,49.8332,11.0033,7.28094,0.225439,-0.0388676,129.047,-0.0238362,3677.75,0.0,0.0,0.0,6
4.24489,6.01313,19.0594,103.15,51.5669,11.3631,7.51677,0.264958,-0.0392029,125.676,-0.0211017,3683.35,0.0,0.0,0.0,6
4.01498,5.68639,18.0086,96.9776,53.2813,11.7238,7.75378,0.304715,-0.0394427,125.141,-0.0146336,3688.92,0.0,0.0,0.0,6
3.82894,5.5061,18.7264,139.706,47.9863,11.761,7.90942,0.341136,-0.0202052,124.434,-0.22206,3694.47,0.0,0.0,0.0,6
3.84699,5.69207,22.5485,125.502,39.4275,11.3261,7.83927,0.346238,0.0143846,123.847,0.947439,3699.98,0.0,0.0,0.0,6
3.91391,5.79218,22.9708,119.986,39.0501,11.228,7.77278,0.334923,0.0146096,123.333,0.114949,3705.47,0.0,0.0,0.0,6
3.99778,5.91712,23.4854,114.476,38.6014,11.1063,7.6896,0.320714,0.0147737,122.825,0.0229468,3710.94,0.0,0.0,0.0,6
4.08389,6.0458,24.0248,108.968,38.1279,10.9808,7.60415,0.306146,0.015013,122.325,0.0148985,3716.39,0.0,0.0,0.0,6
4.17171,6.17711,24.577,103.483,37.6456,10.8528,7.51703,0.291292,0.015261,121.833,0.0141515,3721.81,1.0,0.0,0.0,6
4.26022,6.30844,25.1058,98.0342,37.1979,10.7259,7.42944,0.276269,0.0153115,122.884,0.00264732,3727.25,1.0,0.0,0.0,6
4.34966,6.44076,25.6298,92.5545,36.7588,10.5984,7.34102,0.26107,0.0152915,123.631,-0.0014937,3732.74,0.0,0.0,0.0,6
4.43931,6.57222,26.1225,87.1184,36.3572,10.4727,7.25255,0.245772,0.0150574,123.137,-0.0120259,3738.22,0.0,0.0,0.0,6
4.52615,6.69937,26.595,81.7049,35.9709,10.351,7.16685,0.230945,0.0148094,122.643,-0.0102882,3743.68,0.0,0.0,0.0,6
4.612,6.82501,27.0603,76.3097,35.5886,10.2307,7.0821,0.216284,0.0145615,122.147,-0.00394386,3749.12,0.0,0.0,0.0,6
4.69468,6.94588,27.5052,70.9357,35.2214,10.1148,7.00046,0.202159,0.0143102,121.654,0.00512394,3754.54,0.0,0.0,0.0,6
4.77529,7.06759,28.0443,65.6113,34.744,9.99585,6.92044,0.188586,0.0147203,112.726,0.085554,3759.8,0.0,0.0,0.0,5
4.84862,7.17496,28.4428,60.7573,33.9289,9.89276,6.84799,0.176064,0.0145267,109.454,0.0353065,3764.69,0.0,0.0,0.0,5
4.92095,7.27959,29.7085,55.9591,32.5613,9.79274,6.77662,0.163649,0.0141366,108.997,0.0346703,3769.54,0.0,0.0,0.0,5
4.9907,7.38064,69.3349,51.1712,30.7843,9.69588,6.70775,0.151686,0.0137971,108.55,0.0450275,3774.37,0.0,0.0,0.0,5
5.05757,7.47747,63.4629,46.4105,28.711,9.60292,6.64168,0.140214,0.0134719,105.803,0.0682726,3779.18,0.0,0.6000000238418579,0.0,4
5.11536,7.56209,57.9858,42.0073,26.576,9.52124,6.5845,0.130347,0.0133432,94.8395,0.123768,3783.6,0.0,0.0,0.0,4
5.12302,7.47062,54.1114,39.2809,25.4619,9.62912,6.58461,0.123753,-0.00303524,94.3008,0.72601,3787.81,0.0,0.0,0.30000001192092896,4
4.8702,6.87866,53.5996,39.8694,26.9063,10.2816,6.89322,0.151286,-0.0598485,93.7682,-0.770974,3791.98,0.0,0.0,0.0,4
4.58121,6.43706,51.9475,38.9452,27.1699,10.7434,7.20221,0.198466,-0.0795028,93.1046,0.282671,3796.15,0.0,0.0,0.0,4
4.25657,6.01367,49.4934,37.1591,26.6312,11.1045,7.52584,0.256643,-0.0733554,92.6907,-0.378417,3800.32,0.0,0.0,0.30000001192092896,4
3.87273,5.3555,49.8387,37.5105,27.6709,11.9045,7.97757,0.318685,-0.0995967,91.9911,-1.14419,3804.48,0.0,0.0,0.0,4
3.56767,5.03851,46.432,34.7706,25.9309,11.9632,8.23183,0.376842,-0.0741183,91.4281,0.633337,3808.64,0.0,0.0,0.30000001192092896,4
3.13458,4.28725,48.6581,36.2045,27.1629,12.9471,8.77831,0.446579,-0.113196,90.7338,-1.57464,3812.79,0.0,0.0,0.0,4
2.84433,4.06788,43.93,32.4874,24.5069,12.5646,8.92317,0.5054,-0.0593154,90.3096,0.275041,3816.95,0.0,0.0,0.30000001192092896,4
2.5141,3.48469,49.3995,34.5864,25.7995,13.2657,9.35265,0.55788,-0.0980346,89.4089,-0.953833,3821.14,0.0,0.0,0.0,4
2.23212,3.18714,51.3341,33.3146,24.7492,13.0583,9.52442,0.611235,-0.0648295,88.9429,-0.872276,3825.34,0.0,0.0,0.30000001192092896,4
2.03515,2.9345,93.5385,34.813,25.379,13.1807,9.68072,0.646618,-0.0563714,88.1175,-0.643799,3829.6,0.0,0.0,0.30000001192092896,4
1.83967,2.59819,65.9545,47.188,28.0867,13.8297,9.94431,0.678839,-0.0719449,87.2056,-2.45443,3833.87,0.0,0.0,0.30000001192092896,4
1.63574,2.30245,10.7479,82.2982,30.6293,14.2544,10.1647,0.714523,-0.0695741,86.4234,-1.97673,3838.05,0.0,0.0,0.0,4
1.56743,2.33129,41.417,77.7046,28.9356,13.6335,10.0492,0.732602,-8.2016E-4,86.3635,-0.182349,3842.17,1.0,0.0,0.0,4
1.75205,2.76939,41.5134,73.8337,27.0636,12.8088,9.74116,0.709032,0.0643947,88.3854,-0.00871462,3846.31,1.0,0.0,0.0,4
2.22472,3.75661,40.8252,69.859,25.331,11.8104,9.23468,0.641113,0.123229,90.424,0.00181589,3850.49,1.0,0.0,0.0,4
3.0013,5.4593,39.6492,65.7936,23.7848,10.6431,8.53282,0.530484,0.176332,92.4768,0.00249466,3854.68,1.0,0.0,0.0,4
4.09596,7.64497,38.1151,61.6473,22.5307,9.41616,7.64293,0.379727,0.224687,94.2835,0.00515781,3858.87,0.0,0.0,0.0,4
5.3423,9.57417,38.4702,59.8699,19.8871,8.18192,6.59914,0.194579,0.25841,93.682,-0.717724,3862.96,0.0,0.0,-0.30000001192092896,4
6.77579,12.1941,43.1771,63.0576,14.5362,6.65387,5.45917,-0.00992515,0.280021,93.0828,0.805322,3866.93,0.0,0.0,0.0,4
7.83389,13.3306,40.9272,59.0251,12.8246,5.52077,4.42249,-0.200885,0.240354,92.6432,0.0728884,3870.95,0.0,0.0,0.0,4
8.66247,14.0248,38.5207,54.9355,11.397,4.53976,3.54226,-0.363561,0.198146,93.0663,0.0106492,3875.03,1.0,0.0,0.0,4
9.27185,14.3464,35.9611,50.7586,10.3915,3.72965,2.82584,-0.496361,0.153091,94.5193,0.00153619,3879.25,0.0,0.0,0.0,4
9.66124,14.3429,33.2987,46.5514,10.1528,3.12953,2.29446,-0.595447,0.105728,95.8719,0.00155004,3883.58,0.0,0.0,0.0,4
9.92117,14.3461,31.6402,43.7573,9.97296,2.70407,1.93815,-0.661148,0.0742095,95.5914,-0.685035,3888.0,0.0,0.0,-0.30000001192092896,4
10.3509,15.0155,32.6299,44.4349,6.99104,2.15541,1.56258,-0.72583,0.0863898,94.9343,0.960081,3892.42,0.0,0.0,0.0,4
10.3986,14.5348,29.8097,40.2886,8.23038,1.91725,1.33537,-0.769341,0.034263,94.454,0.0904756,3896.84,0.0,0.0,0.0,4
10.3735,14.2505,28.3647,38.0639,11.9249,1.8793,1.2826,-0.780311,0.00986988,93.7527,-0.530397,3901.26,0.0,0.0,-0.30000001192092896,4
10.5579,14.6952,29.4211,39.1454,6.9406,1.68664,1.17737,-0.796473,0.0364946,92.91,0.545928,3905.65,0.0,0.0,-0.30000001192092896,4
10.6974,14.8236,29.1911,38.488,5.92102,1.47586,1.02972,-0.822081,0.0348833,92.232,0.922061,3910.02,0.0,0.0,0.0,4
10.5335,14.1319,26.6076,34.8618,95.0913,1.54921,1.034,-0.82464,-0.0168745,91.6748,-0.620605,3914.38,0.0,0.0,-0.30000001192092896,4
10.518,14.1428,26.5141,34.7332,77.8992,1.59167,1.06884,-0.818203,-0.00912207,90.9731,0.600733,3918.72,0.0,0.0,-0.30000001192092896,4
10.4226,13.903,25.6602,35.5588,65.5257,1.70789,1.13487,-0.807782,-0.0196759,90.2795,0.792551,3923.04,0.0,0.0,-0.30000001192092896,4
10.2422,13.5391,24.6098,84.8096,54.4667,1.96209,1.28455,-0.783663,-0.0331966,89.5891,0.925647,3927.32,0.0,0.0,-0.30000001192092896,4
10.0521,13.2581,24.7156,68.8627,42.45,2.26628,1.47639,-0.751588,-0.0346209,88.8329,1.10763,3931.57,0.0,0.0,0.0,4
9.79058,12.793,28.132,56.4366,33.6218,2.68666,1.71651,-0.713209,-0.049926,88.1418,0.866024,3935.79,0.0,0.0,0.0,4
9.38488,12.0163,73.4258,47.7728,28.3568,3.42906,2.08866,-0.657374,-0.0878927,87.505,-0.505204,3939.96,0.0,0.0,-0.30000001192092896,4
9.05824,11.6789,55.559,34.8719,20.2163,4.04097,2.44516,-0.598765,-0.0852763,87.6975,1.14231,3944.09,1.0,0.0,0.0,4
8.40454,11.1364,49.898,30.9292,18.515,5.44454,3.15047,-0.506301,-0.165583,89.1135,0.0733157,3948.24,0.0,0.0,0.0,4
7.66758,10.73,48.1357,29.5705,18.0819,6.28904,3.96236,-0.369553,-0.182794,88.4941,0.694011,3952.11,0.0,0.0,0.30000001192092896,4
7.04786,9.96412,51.6352,31.5031,19.4302,7.13624,4.62935,-0.250024,-0.147262,87.9016,-0.389496,3955.8,0.0,0.0,0.30000001192092896,4
6.49451,9.07007,58.9959,35.4188,21.7891,8.02572,5.22499,-0.151318,-0.141204,87.1274,-1.24374,3959.55,0.0,0.0,0.30000001192092896,4
6.00141,8.30699,67.1621,39.2847,24.0258,8.82642,5.75566,-0.0636083,-0.136901,86.3375,-0.545828,3963.33,0.0,0.0,0.0,4
5.49816,7.51384,79.9385,44.3293,26.7696,9.71367,6.30813,0.0241352,-0.140542,85.5606,-0.0136943,3967.11,0.0,0.0,0.30000001192092896,4
4.90147,6.53894,112.749,52.9921,31.2004,10.9642,7.00439,0.125723,-0.161146,84.8227,-0.237553,3970.88,0.0,0.0,0.30000001192092896,4
4.24635,5.5778,17.4581,62.4517,35.696,12.272,7.76657,0.240477,-0.173874,84.2323,-0.823868,3974.63,0.0,0.0,0.0,4
3.72541,5.05482,19.1077,58.9401,33.9425,12.4627,8.19436,0.340443,-0.124842,85.536,0.0171089,3978.44,1.0,0.0,0.0,4
3.36693,4.72578,167.573,55.1242,32.007,12.4272,8.45215,0.411231,-0.0772273,87.4751,0.0855246,3982.36,1.0,0.0,0.0,4
3.12579,4.43981,25.9107,57.1801,32.3094,12.5957,8.66111,0.45626,-0.0589787,89.2397,0.792772,3986.39,1.0,0.0,0.0,4
2.9121,4.18787,23.8756,59.7648,32.5659,12.7297,8.83997,0.496241,-0.0408446,91.2314,-0.103654,3990.51,1.0,0.0,0.0,4
2.82817,4.139,200.0,60.6638,31.9912,12.6325,8.87675,0.514621,-0.0167443,93.0883,0.846459,3994.72,1.0,0.0,0.30000001192092896,4
2.62545,3.73076,14.5111,89.0108,37.083,13.4085,9.1653,0.5444,-0.04903,94.9367,-0.811651,3999.0,1.0,0.0,0.0,4
2.51224,3.65569,16.8117,85.346,35.3908,13.2061,9.20463,0.568437,-0.0181529,96.9917,0.0202921,4003.36,1.0,0.0,0.0,4
2.51917,3.75177,22.5375,81.27,33.6367,12.8795,9.13668,0.571686,0.0102909,99.0597,0.0578612,4007.81,1.0,0.0,0.0,4
2.59291,3.85161,20.903,100.564,35.1969,12.8395,9.07082,0.558785,0.00839073,100.925,0.436069,4012.34,1.0,0.0,0.30000001192092896,4
2.50481,3.60376,13.9685,200.0,43.998,13.4821,9.24769,0.56809,-0.0283081,102.867,-1.09298,4016.94,1.0,0.0,0.0,4
2.45729,3.59672,15.039,200.0,43.3497,13.2825,9.2431,0.579429,-0.00675648,105.001,-0.0933536,4021.63,1.0,0.0,0.0,4
2.49898,3.72175,16.0846,200.0,42.616,13.0582,9.15631,0.575595,0.0141576,107.167,-7.82649E-4,4026.41,1.0,0.0,0.0,4
2.63713,3.95828,17.1301,200.0,41.8819,12.834,9.00244,0.554753,0.0310853,109.369,0.00164089,4031.27,1.0,0.0,0.0,4
2.8013,4.2047,18.1966,200.0,41.1351,12.6052,8.84195,0.527035,0.0310863,111.597,2.03736E-4,4036.18,1.0,0.0,0.0,4
2.96933,4.45691,19.2881,200.0,40.3709,12.371,8.67767,0.498664,0.0310863,113.847,4.8098E-5,4041.19,1.0,0.0,0.0,4
3.14058,4.71395,20.4005,200.0,39.592,12.1324,8.51026,0.469751,0.0310863,116.118,3.11145E-5,4046.3,1.0,0.0,0.0,4
3.315,4.97576,21.5335,200.0,38.7987,11.8893,8.33974,0.440302,0.0310863,118.413,2.9911E-5,4051.51,1.0,0.0,0.0,4
3.49267,5.24242,22.6876,200.0,37.9907,11.6417,8.16605,0.410306,0.0310863,120.729,3.10387E-5,4056.82,1.0,0.0,0.0,4
3.67372,5.51418,23.8636,200.0,37.1672,11.3893,7.98906,0.379738,0.0310863,123.066,3.11399E-5,4062.23,1.0,0.0,0.0,4
